references
"Rashid, I., & Majeed, U. (2020). Retreat and geodetic mass changes of Zemu Glacier, Sikkim Himalaya, India, between 1931 and 2018. Regional Environmental Change, 20(4), 125. https://doi.org/10.1007/s10113-020-01717-3"
Regional orthophotogrammetry - Lombardia. http://www.geoportale.regione.lombardia.it/.
Regional orthophotogrammetry - Vallée d’Aoste / Valle d’Aosta. https://geoportale.regione.vda.it/.
"Rivera, A., Acuña, C., & Casassa, G. (2006). Glacier variations in central Chile (32 S–41 S). Glacier Science and Environmental Change. Blackwell, Oxford, UK, 246-247."
"Rosero, P., Crespo-Pérez, V., Espinosa, R., Andino, P., Barragán, A., Moret, P. et al. (under review). Multi-taxa colonisation along the foreland of a vanishing equatorial glacier. Ecography."
"Rowan, A. V. (2017). The ‘Little Ice Age’in the Himalaya: A review of glacier advance driven by Northern Hemisphere temperature change. The Holocene, 27(2), 292-308."
"Saha, S., Owen, L. A., Orr, E. N., & Caffee, M. W. (2018). Timing and nature of Holocene glacier advances at the northwestern end of the Himalayan-Tibetan orogen. Quaternary Science Reviews, 187, 177–202. https://doi.org/10.1016/J.QUASCIREV.2018.03.009"
"Saha, S., Owen, L. A., Orr, E. N., & Caffee, M. W. (2019). High-frequency Holocene glacier fluctuations in the Himalayan-Tibetan orogen. Quaternary Science Reviews, 220, 372–400. https://doi.org/10.1016/j.quascirev.2019.07.021"
"Sahu, R., & Gupta, R. D. (2020). Glacier mapping and change analysis in Chandra basin, Western Himalaya, India during 1971–2016. International Journal of Remote Sensing, 41(18), 6914–6945. https://doi.org/10.1080/01431161.2020.1752412"
"Savoskul, O. S., & Solomina, O. N. (1996). Late-Holocene glacier variations in the frontal and inner ranges of the Tian Shan, central Asia. The Holocene, 6(1), 25-35."
"Schneider, D., Delgado-Granados, H., Huggel, C., & Kääb, A. (2008). Assessing lahars from ice-capped volcanoes using ASTER satellite data, the SRTM DTM and two different flow models: case study on Iztaccíhuatl (Central Mexico). Natural Hazards and Earth System Sciences, 8(3), 559-571."
"Schomacker, A., Benediktsson, Í. Ö., Ingólfsson, Ó., Friis, B., Korsgaard, N. J., Kjær, K. H., & Keiding, J. K. (2012). Late Holocene and modern glacier changes in the marginal zone of Sólheimajökull, South Iceland. Jökull, 62, 111-130."
"Sharma, M. C., & Owen, L. A. (1996). Quaternary glacial history of NW Garhwal, central Himalayas. Quaternary Science Reviews, 15(4), 335-365."
"Slomka, J. M., & Eyles, C. H. (2015). Architectural–landsystem analysis of a modern glacial landscape, Sólheimajökull, southern Iceland. Geomorphology, 230, 75-97."
"Smiraglia, C., Azzoni, R. S., & Diolaiuti, G. (2016). Il Ghiacciaio della Sforzellina (Ortles-Cevedale): trent'anni di bilancio di massa e studi recenti. Nimbus, 76, 78-84."
"Strzelecki, M. C., Long, A. J., Lloyd, J. M., Ma?ecki, J., Zagórski, P., Paw?owski, ?., & Jaskólski, M. W. (2018). The role of rapid glacier retreat and landscape transformation in controlling the post?L ittle I ce A ge evolution of paraglacial coasts in central S pitsbergen (B illefjorden, S valbard). Land Degradation & Development, 29(6), 1962-1978."
"Tielidze L. (2017) Dynamics of the Glaciers of Georgia. In: Glaciers of Georgia. Geography of the Physical Environment. Springer, Cham. https://doi.org/10.1007/978-3-319-50571-8_5."
"Tielidze, L. G., Kumladze, R. M., Wheate, R. D., & Gamkrelidze, M. (2019). The Devdoraki Glacier catastrophes, Georgian Caucasus. Hungarian Geographical Bulletin, 68(1), 21-35."
"Tielidze L.G., Solomina O.N., Jomelli V., Dolgova E.A., Bushueva I.S., Mikhalenko V.N., Brauche R., ASTER T. (2020) Change of Chalaati Glacier (Georgian Caucasus) since the Little Ice Age based on dendrochronological and Beryllium?10 data. Ice and Snow. 60(3):453-470. https://doi.org/10.31857/S2076673420030052."
"Vallot, C. (1922). Sur les variations de longueur des glaciers de la vallée de Chamonix. Revue de Géographie Alpine, 10(1), 167-179."
"Villa, F., De Amicis, M., & Maggi, V. (2007). GIS analysis of Rutor Glacier (Aosta Valley, Italy) volume and terminus variations. Geografia fisica e dinamica quaternaria, 30(1), 87-95."
"Weidick, A., Bennike, O., Citterio, M., & Nørgaard-Pedersen, N. (2012). Neoglacial and historical glacier changes around Kangersuneq fjord in southern West Greenland. Geological Survey of Denmark and Greenland Bulletin, 27, 68."
"Wiles, G. C., & Calkin, P. E. (1994). Late Holocene, high-resolution glacial chronologies and climate, Kenai Mountains, Alaska. Geological Society of America Bulletin, 106(2), 281-303."
"Ziolkowski, G. C. (2015). Retrieval of the climatic signal from the Palisade Glacier since the end of the Little Ice Age, Sierra Nevada, California (Doctoral dissertation, M. A. Thesis. California State University, Long Beach)."
